file_name,obj_class,volume,surface_area,diameter,eccentricity,compactness,rectangularity,convexity,elongation,A3,D1,D2,D3,D4
m541.obj,Vase,1.2077,0.6013,1.3989,0.1584,0.1551,1.696,0.3374,1.3207,0.0109,0.0358,0.0136,0.0054,0.0094
m538.obj,Vase,2.539,1.9406,0.2635,0.1519,0.7362,0.9424,0.0009,1.2892,0.0092,0.0152,0.0125,0.0055,0.0062
m529.obj,Vase,3.0262,3.2308,0.259,0.15,2.6514,1.0433,0.0009,1.2775,0.0095,0.0152,0.0116,0.0023,0.0064
m527.obj,Vase,1.5968,1.0561,2.7201,0.1594,0.1893,1.707,0.3621,1.2848,0.0088,0.0186,0.0136,0.0053,0.0071
m532.obj,Vase,0.6562,0.8107,0.5183,0.115,0.7399,1.2164,0.2313,0.6033,0.0044,0.0051,0.01,0.0094,0.0034
m542.obj,Vase,1.6833,1.053,2.147,0.1525,0.1179,1.3238,0.0009,1.1814,0.0089,0.0147,0.016,0.0104,0.0039
D00701.obj,Violin,1.3725,1.3303,0.2882,1.9336,0.9059,0.5234,1.568,0.2007,0.0195,0.0118,0.006,0.0161,0.0186
D00891.obj,Violin,1.2226,1.191,0.2914,0.5311,0.8202,0.0073,0.8693,0.8307,0.0137,0.0102,0.0062,0.0115,0.0142
D00993.obj,Violin,1.2623,1.179,0.2658,0.0481,0.7245,0.9715,0.9391,0.4394,0.0103,0.0051,0.0106,0.0158,0.0133
D00349.obj,Violin,0.978,0.9164,2.4976,0.2117,0.5758,0.9276,0.8166,0.5182,0.0112,0.0077,0.008,0.0138,0.0124
D00602.obj,Violin,1.3167,1.288,0.196,0.3462,0.8944,0.7676,1.3055,0.7505,0.0114,0.0056,0.0098,0.0158,0.0161
D00506.obj,Violin,1.2134,1.1819,0.7653,0.3338,0.8136,0.8329,1.1104,0.0592,0.0113,0.0058,0.0098,0.0148,0.0153
D00376.obj,Violin,1.3205,1.2776,0.3459,0.6689,0.8668,0.5313,1.3946,0.621,0.0136,0.0074,0.0081,0.0138,0.0136
m747.obj,Wheel,0.0485,0.0113,0.1818,0.0101,0.0855,0.0401,0.0009,1.3218,0.0054,0.0089,0.009,0.005,0.0052
m746.obj,Wheel,0.8796,0.6599,0.0895,0.1503,0.2124,1.3842,0.0009,1.3184,0.0078,0.017,0.0218,0.0163,0.0088
m744.obj,Wheel,1.9331,1.4745,0.7106,0.1398,0.5442,0.7591,0.0009,1.3216,0.0075,0.0118,0.011,0.0056,0.0043
m740.obj,Wheel,2.9426,2.5091,0.5055,0.1392,1.2902,0.5913,0.0009,1.3163,0.0083,0.0183,0.0101,0.0036,0.006
m738.obj,Wheel,0.6927,0.4105,0.0615,0.1291,0.0238,1.4615,0.0009,1.3217,0.0058,0.0138,0.011,0.0046,0.0056
m735.obj,Wheel,0.5006,0.3895,0.2895,1.3823,0.1132,0.109,0.7713,1.3219,0.0058,0.0292,0.0045,0.0039,0.0141
D00526.obj,WheelChair,0.5724,0.6691,0.211,0.1401,0.5934,1.671,1.7196,1.1708,0.0058,0.0044,0.0153,0.0091,0.0055
D00499.obj,WheelChair,0.6329,0.7498,0.1843,0.1358,0.668,1.4679,1.0792,0.9909,0.0048,0.0053,0.0126,0.0081,0.0042
D00720.obj,WheelChair,0.3348,0.4515,0.0104,0.1354,0.4617,1.2251,0.2318,0.7233,0.0045,0.0044,0.0165,0.0105,0.0059
D00846.obj,WheelChair,0.5487,0.6604,0.0483,0.1417,0.6018,1.5945,1.3428,1.1359,0.0059,0.0065,0.0127,0.0054,0.0032
D00365.obj,WheelChair,0.8527,0.9086,0.0259,0.1232,0.72,1.786,1.9,1.1544,0.0023,0.0063,0.013,0.0106,0.0073
D00070.obj,WheelChair,0.1282,0.2969,0.1902,0.1353,0.4048,1.322,0.033,0.9669,0.0045,0.0044,0.0143,0.0108,0.0067
D00088.obj,WheelChair,0.5418,0.6287,0.0997,0.1449,0.5554,1.5691,1.281,1.28,0.0044,0.0054,0.0171,0.0095,0.0057
