file_name,obj_class,volume,surface_area,diameter,eccentricity,compactness,rectangularity,convexity,sphericity,elongation,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,A3_10,A3_11,A3_12,A3_13,A3_14,A3_15,A3_16,A3_17,A3_18,A3_19,A3_20,A3_21,A3_22,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D1_11,D1_12,D1_13,D1_14,D1_15,D1_16,D1_17,D1_18,D1_19,D1_20,D1_21,D1_22,D1_23,D1_24,D1_25,D1_26,D1_27,D1_28,D1_29,D1_30,D1_31,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D2_13,D2_14,D2_15,D2_16,D2_17,D2_18,D2_19,D2_20,D2_21,D2_22,D2_23,D2_24,D2_25,D2_26,D2_27,D2_28,D2_29,D2_30,D2_31,D2_32,D2_33,D2_34,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D3_10,D3_11,D3_12,D3_13,D3_14,D3_15,D3_16,D3_17,D3_18,D3_19,D3_20,D3_21,D3_22,D3_23,D3_24,D3_25,D3_26,D3_27,D3_28,D3_29,D3_30,D3_31,D3_32,D3_33,D3_34,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9,D4_10,D4_11,D4_12,D4_13,D4_14,D4_15,D4_16,D4_17,D4_18,D4_19,D4_20,D4_21,D4_22,D4_23,D4_24,D4_25,D4_26,D4_27,D4_28,D4_29,D4_30,D4_31,D4_32,D4_33
m1089.obj,Tree,-0.938,-0.958,-0.0907,-0.2038,-0.7966,-1.2534,-2.0674,1.3198,-0.3488,0.145,0.13875,0.084,0.05825,0.04475,0.03775,0.03475,0.044,0.04925,0.0545,0.044,0.03525,0.03175,0.0235,0.0255,0.017,0.0165,0.02125,0.02675,0.02875,0.028,0.01075,0.01825,0.0535,0.03425,0.05,0.1245,0.16075,0.15375,0.12375,0.0815,0.0265,0.0185,0.0215,0.02,0.02575,0.02175,0.0185,0.0215,0.02575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.05225,0.056,0.06825,0.0695,0.066,0.06375,0.056,0.057,0.04275,0.04025,0.0365,0.031,0.03475,0.0305,0.02875,0.0315,0.02725,0.027,0.0285,0.026,0.02325,0.025,0.02175,0.01975,0.01675,0.0045,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.02975,0.14675,0.2045,0.17525,0.14325,0.11125,0.072,0.04775,0.038,0.017,0.0085,0.00425,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1865,0.42425,0.2405,0.10275,0.0375,0.00775,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1086.obj,Tree,-0.6324,-0.9135,-0.7354,-0.1906,-0.8936,-0.3436,-0.0321,4.2767,0.4844,0.101,0.14925,0.11975,0.082,0.05975,0.04725,0.0365,0.03375,0.031,0.032,0.02525,0.02825,0.0265,0.03,0.03025,0.029,0.03,0.02625,0.02925,0.02475,0.02025,0.008,0.02175,0.0755,0.091,0.11875,0.10925,0.085,0.09675,0.102,0.081,0.09925,0.0765,0.03725,0.00325,0.001,0.0015,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00775,0.0335,0.0605,0.0875,0.08875,0.07575,0.0675,0.071,0.05525,0.05525,0.0505,0.047,0.0455,0.04425,0.03675,0.03675,0.031,0.02175,0.0225,0.02075,0.01375,0.011,0.008,0.00525,0.00175,0.00025,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.103,0.231,0.25425,0.1975,0.127,0.0475,0.017,0.005,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1605,0.498,0.28725,0.0505,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1077.obj,Tree,0.1048,-0.1055,-0.4322,-0.2473,-0.3916,-0.9438,-0.5097,-0.258,-0.7674,0.03825,0.066,0.082,0.096,0.095,0.0895,0.08375,0.075,0.06675,0.05375,0.03875,0.04075,0.036,0.03225,0.02425,0.01925,0.01725,0.01725,0.01125,0.00825,0.007,0.00175,0.012,0.04825,0.04075,0.0685,0.1235,0.15125,0.1885,0.13175,0.105,0.07375,0.03225,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.01425,0.0235,0.0405,0.05275,0.06425,0.085,0.08575,0.09025,0.09125,0.08875,0.07725,0.0715,0.061,0.05,0.03225,0.0285,0.015,0.008,0.00725,0.00425,0.003,0.00125,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.043,0.09825,0.1595,0.2095,0.1995,0.13175,0.09325,0.04225,0.013,0.003,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06475,0.2495,0.32725,0.225,0.1025,0.02825,0.00275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1082.obj,Tree,0.0338,-0.1421,-0.7406,-0.2356,-0.3868,-0.275,1.0143,-0.2636,-0.4189,0.05275,0.0925,0.0955,0.09325,0.08675,0.0765,0.06325,0.0605,0.04775,0.053,0.04025,0.03475,0.034,0.028,0.02625,0.02625,0.02375,0.0215,0.01875,0.0125,0.0095,0.00275,0.0,0.0,0.0815,0.1855,0.1675,0.09175,0.06625,0.112,0.13275,0.074,0.018,0.02925,0.01375,0.01075,0.00975,0.0045,0.00275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00475,0.02,0.037,0.04625,0.066,0.08275,0.096,0.09025,0.0855,0.07375,0.065,0.06475,0.051,0.0395,0.03275,0.0275,0.0235,0.02125,0.01525,0.0135,0.01175,0.012,0.008,0.005,0.0045,0.00125,0.001,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.05225,0.12575,0.1935,0.232,0.181,0.11075,0.05825,0.02625,0.0095,0.00425,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.30475,0.3655,0.209,0.05075,0.00575,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1078.obj,Tree,-0.7959,-0.8509,-0.6539,-0.1462,-0.7558,-1.0033,-0.6865,0.8877,-0.7052,0.1115,0.11625,0.0965,0.078,0.06575,0.053,0.05,0.04575,0.03625,0.03925,0.03475,0.03125,0.0255,0.02325,0.02375,0.02625,0.02575,0.0265,0.03075,0.0275,0.023,0.0095,0.003,0.05125,0.11025,0.10725,0.1145,0.1125,0.086,0.083,0.08825,0.06925,0.0485,0.0405,0.03175,0.02825,0.02575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01625,0.0385,0.05125,0.064,0.06425,0.06925,0.076,0.08225,0.077,0.073,0.05525,0.0475,0.0405,0.035,0.028,0.0265,0.02275,0.02025,0.02,0.019,0.01525,0.0165,0.01,0.01175,0.00825,0.00525,0.0035,0.00125,0.00025,0.0015,0.0,0.0,0.0,0.0,0.01925,0.1145,0.2145,0.2125,0.1715,0.11325,0.06825,0.04525,0.0245,0.01175,0.00425,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16175,0.4475,0.2905,0.0845,0.01475,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00777.obj,Tree,-0.6134,-0.948,-0.408,-0.2489,-0.9159,-1.1069,-1.8395,6.5494,-0.5322,0.03275,0.05025,0.0825,0.085,0.09325,0.096,0.09175,0.079,0.0735,0.05775,0.0535,0.04775,0.035,0.034,0.02775,0.018,0.01275,0.01,0.0095,0.0055,0.00275,0.00175,0.0125,0.011,0.017,0.05775,0.1025,0.13725,0.22675,0.185,0.129,0.07625,0.0305,0.009,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0155,0.01625,0.029,0.04925,0.06075,0.07875,0.08575,0.08175,0.0925,0.084,0.0825,0.08175,0.06925,0.0525,0.0405,0.0215,0.0225,0.0125,0.007,0.00575,0.0025,0.00225,0.00075,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.029,0.0755,0.12825,0.18325,0.1935,0.181,0.11775,0.06325,0.021,0.0045,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04275,0.174,0.294,0.28075,0.16425,0.04025,0.00375,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1079.obj,Tree,-0.1514,-0.1969,-0.7367,-0.2101,-0.292,1.0955,1.0143,-0.3561,0.7439,0.08425,0.1215,0.11425,0.0915,0.0645,0.05425,0.051,0.0385,0.03825,0.0355,0.038,0.0315,0.0255,0.03,0.0295,0.0325,0.0235,0.0285,0.02775,0.02175,0.0135,0.0045,0.00675,0.0645,0.16075,0.1665,0.121,0.11625,0.0915,0.082,0.05925,0.0355,0.01825,0.02725,0.021,0.01775,0.009,0.00275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.03175,0.0585,0.09175,0.0905,0.1035,0.0925,0.086,0.06775,0.06,0.05625,0.03825,0.03575,0.03075,0.0315,0.02675,0.01925,0.015,0.01575,0.0095,0.0085,0.00775,0.00475,0.00425,0.003,0.001,0.0005,0.00025,0.0005,0.00025,0.00025,0.0,0.0,0.0,0.01325,0.1115,0.25475,0.2655,0.20525,0.1,0.035,0.0115,0.00275,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1315,0.497,0.3205,0.0505,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1090.obj,Tree,-0.7784,-0.7275,1.2365,-0.2431,-0.5389,-1.1625,-1.8146,-0.0295,-0.7315,0.05575,0.1055,0.10575,0.07825,0.06925,0.0715,0.06725,0.05825,0.053,0.04925,0.04225,0.03925,0.03525,0.0305,0.02825,0.02075,0.01925,0.0255,0.01825,0.01775,0.00725,0.002,0.0015,0.10875,0.22925,0.179,0.1585,0.14425,0.081,0.03075,0.01225,0.00375,0.00375,0.00475,0.00375,0.0035,0.00575,0.00525,0.0105,0.01,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02375,0.063,0.09025,0.1025,0.11425,0.11325,0.10475,0.09225,0.0655,0.051,0.03725,0.02775,0.018,0.01225,0.01125,0.008,0.008,0.008,0.01125,0.0085,0.013,0.00875,0.00475,0.00125,0.00125,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04475,0.21325,0.249,0.1955,0.122,0.07075,0.04575,0.02675,0.0185,0.01,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30725,0.435,0.154,0.0675,0.02975,0.00575,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1095.obj,Tree,-0.7411,-0.9607,1.3543,-0.2524,-0.8984,-1.3032,-2.4081,4.6423,-0.6626,0.053,0.0685,0.08225,0.082,0.0885,0.08325,0.0835,0.07825,0.072,0.05975,0.051,0.03575,0.02775,0.023,0.02575,0.02075,0.02175,0.01925,0.01025,0.008,0.004,0.00175,0.002,0.0475,0.04175,0.049,0.06175,0.11075,0.184,0.23975,0.1255,0.0815,0.03175,0.0245,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01175,0.02675,0.03475,0.0405,0.05125,0.06925,0.074,0.086,0.087,0.08275,0.06825,0.055,0.0595,0.0525,0.054,0.055,0.0455,0.02575,0.0175,0.00275,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.064,0.12925,0.15575,0.177,0.159,0.11725,0.07925,0.051,0.031,0.01875,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.29175,0.2895,0.18775,0.0865,0.0455,0.01425,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1093.obj,Tree,-1.0198,-0.9548,0.5149,-0.2475,-0.6701,-1.3741,-2.6007,0.3653,-0.7792,0.11825,0.09325,0.0765,0.06275,0.06925,0.06975,0.05925,0.05975,0.056,0.04625,0.05,0.0405,0.0325,0.0255,0.022,0.02025,0.016,0.01775,0.01775,0.02025,0.0175,0.009,0.04475,0.04675,0.0555,0.17175,0.168,0.11175,0.1095,0.1325,0.093,0.0205,0.01325,0.0075,0.0055,0.01025,0.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04175,0.0605,0.06125,0.06775,0.06975,0.074,0.0935,0.10975,0.09075,0.0795,0.05475,0.04,0.029,0.01975,0.01825,0.017,0.014,0.012,0.011,0.0155,0.01325,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0855,0.20775,0.171,0.15175,0.1375,0.10175,0.0635,0.038,0.02375,0.012,0.0055,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32875,0.3645,0.166,0.08225,0.04125,0.01375,0.0025,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1063.obj,Tree,-0.9974,-1.0386,-0.2016,-0.2411,-0.8672,-1.3365,-2.5373,2.9039,-0.6209,0.064,0.06675,0.08525,0.092,0.08675,0.0765,0.0695,0.07175,0.059,0.05275,0.04375,0.038,0.03625,0.02975,0.02475,0.0225,0.02275,0.01925,0.01675,0.011,0.007,0.004,0.0,0.038,0.0475,0.12325,0.11625,0.11175,0.11375,0.131,0.10575,0.065,0.05925,0.05425,0.021,0.0125,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01675,0.027,0.03025,0.0345,0.046,0.06525,0.0735,0.07875,0.07425,0.08575,0.0765,0.07075,0.06825,0.052,0.04225,0.038,0.0345,0.0285,0.0215,0.0125,0.00975,0.00525,0.005,0.002,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01525,0.06775,0.1085,0.15425,0.182,0.155,0.13175,0.085,0.05375,0.027,0.013,0.00475,0.0015,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.275,0.29375,0.2075,0.08825,0.02725,0.00675,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1068.obj,Tree,-0.7703,-0.8998,-0.2764,-0.251,-0.8355,-1.2527,-2.2528,1.9837,-0.7555,0.0455,0.04675,0.068,0.08125,0.09775,0.09575,0.08975,0.08375,0.078,0.06625,0.052,0.0395,0.0305,0.03125,0.02175,0.02325,0.01675,0.01175,0.00925,0.007,0.00275,0.0015,0.0,0.0065,0.03425,0.056,0.1405,0.16525,0.16075,0.13825,0.128,0.097,0.05875,0.01475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01175,0.024,0.02075,0.02775,0.03475,0.05,0.06625,0.08775,0.088,0.0905,0.0845,0.083,0.07875,0.06825,0.06025,0.04025,0.03,0.02575,0.01,0.0105,0.00475,0.00225,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01025,0.0505,0.0925,0.11425,0.15475,0.19075,0.16675,0.1155,0.06175,0.03075,0.0105,0.0015,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06125,0.23125,0.272,0.231,0.14225,0.051,0.011,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1067.obj,Tree,-0.8803,-0.9598,-0.5583,-0.2311,-0.8431,-1.195,-2.0293,2.1613,-0.685,0.071,0.094,0.096,0.08925,0.08125,0.0735,0.066,0.049,0.046,0.047,0.03525,0.0375,0.02775,0.0325,0.0245,0.02825,0.0255,0.02725,0.02225,0.01275,0.01025,0.00325,0.0225,0.066,0.09425,0.1405,0.10475,0.1035,0.106,0.11275,0.0855,0.07375,0.0625,0.01775,0.00975,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.03175,0.04825,0.0635,0.0795,0.081,0.0845,0.078,0.08125,0.08425,0.0725,0.0565,0.0525,0.0425,0.03625,0.0225,0.01925,0.01675,0.01025,0.012,0.007,0.0035,0.00325,0.00125,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165,0.0985,0.177,0.207,0.1985,0.1415,0.08275,0.04275,0.02025,0.011,0.00325,0.0005,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12275,0.39075,0.3145,0.133,0.03375,0.00475,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1066.obj,Tree,-1.034,-1.0418,-0.7427,-0.2314,-0.8422,-1.1869,-1.9905,2.1388,-0.5795,0.052,0.0835,0.08975,0.0815,0.07625,0.0855,0.07225,0.07525,0.0635,0.0515,0.0505,0.04375,0.032,0.03075,0.026,0.02125,0.015,0.0145,0.013,0.009,0.00925,0.004,0.019,0.06375,0.13175,0.2045,0.18475,0.1705,0.0965,0.053,0.01775,0.01375,0.00725,0.0085,0.0065,0.0055,0.00425,0.00575,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01775,0.0495,0.06,0.068,0.097,0.11125,0.10025,0.1015,0.09975,0.08325,0.055,0.03875,0.018,0.01375,0.01375,0.01375,0.012,0.00925,0.013,0.00725,0.005,0.00625,0.00325,0.00125,0.0005,0.00025,0.0,0.0005,0.00025,0.0,0.0,0.0,0.0,0.0,0.02875,0.1295,0.21125,0.24175,0.17675,0.10125,0.063,0.02875,0.015,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16375,0.42,0.3005,0.1,0.0145,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00367.obj,Tree,-0.6641,-0.9639,-0.1871,-0.2447,-0.9158,-1.1942,-1.8005,6.5301,-0.7783,0.05525,0.07475,0.081,0.0865,0.08925,0.07875,0.0765,0.07075,0.06475,0.05325,0.04675,0.0405,0.03675,0.026,0.02175,0.0215,0.0235,0.016,0.01675,0.008,0.00775,0.004,0.02275,0.0405,0.069,0.1235,0.16275,0.187,0.15225,0.09325,0.06225,0.017,0.01675,0.01325,0.01275,0.015,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.02375,0.0355,0.0585,0.0825,0.107,0.10775,0.10325,0.08625,0.072,0.06025,0.04675,0.03725,0.03175,0.0235,0.02225,0.01975,0.02175,0.014,0.014,0.011,0.0065,0.0035,0.0015,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105,0.07825,0.15425,0.203,0.19425,0.14975,0.09825,0.06225,0.02825,0.0145,0.005,0.0015,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09475,0.3315,0.3255,0.17225,0.058,0.01575,0.00225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1071.obj,Tree,-0.9151,-0.9994,0.8295,-0.2455,-0.869,-1.3335,-2.481,2.9761,-0.374,0.0465,0.07025,0.08775,0.0885,0.09075,0.08375,0.0765,0.06875,0.06225,0.0565,0.0445,0.03825,0.0345,0.02675,0.0245,0.02175,0.019,0.0235,0.01625,0.01175,0.00625,0.0015,0.0,0.01825,0.143,0.10825,0.121,0.12925,0.12925,0.0995,0.07225,0.08175,0.0555,0.04075,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01075,0.024,0.03025,0.04175,0.056,0.071,0.078,0.08725,0.0925,0.10075,0.0815,0.07525,0.062,0.04875,0.043,0.02875,0.01925,0.0175,0.0105,0.00775,0.005,0.00275,0.00375,0.00175,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01775,0.06425,0.12475,0.16625,0.1875,0.16625,0.12575,0.08325,0.04175,0.0165,0.00525,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.28325,0.2965,0.21025,0.097,0.02325,0.00275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1070.obj,Tree,-1.1061,-1.1185,-0.6912,-0.2006,-0.8973,-1.2304,-2.2019,4.5575,-0.3214,0.125,0.10625,0.095,0.07975,0.0635,0.0565,0.0465,0.04675,0.03775,0.045,0.03175,0.0325,0.02925,0.03225,0.0265,0.0235,0.02225,0.0175,0.021,0.026,0.02125,0.01425,0.0,0.05975,0.118,0.0865,0.09525,0.11725,0.12,0.09775,0.08925,0.069,0.04725,0.0365,0.02375,0.0245,0.01525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.033,0.051,0.045,0.0655,0.06525,0.077,0.092,0.076,0.0735,0.0675,0.05175,0.0425,0.0365,0.0345,0.02925,0.024,0.02075,0.01975,0.0155,0.012,0.0115,0.0105,0.01,0.0055,0.005,0.003,0.00225,0.00125,0.00075,0.0,0.0,0.0,0.0,0.03575,0.14625,0.185,0.18375,0.1555,0.1235,0.0795,0.05025,0.0235,0.012,0.0035,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.40175,0.2485,0.104,0.03025,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
